Year,Quarter,Region,Economic Activity,Enterprise size,Number of enterprises,Number of Saudi employees,Number of Saudi male employees,Number of Saudi female employees,Number of Non Saudi employees,Number of Non Saudi male employees,Number of Non Saudi female employees
2023,1,Northern border Region,Residence,Small,12,49,23,26,101,101,0
2023,1,Northern border Region,Residence,Micro,36,18,14,4,77,77,0
2023,1,Northern border Region,Residence,Medium,1,18,9,9,38,38,0
2023,1,Riyadh Region,Residence,Small,413,2146,1133,1013,4157,4098,59
2023,1,Riyadh Region,Residence,Large,7,1151,773,378,1562,1472,90
2023,1,Riyadh Region,Residence,Micro,746,517,249,268,1478,1456,22
2023,1,Riyadh Region,Residence,Medium,80,2996,1773,1223,4394,4309,85
2023,1,Qassim Region,Residence,Small,52,226,143,83,417,417,0
2023,1,Qassim Region,Residence,Large,1,0,0,0,319,314,5
2023,1,Qassim Region,Residence,Micro,109,79,54,25,224,224,0
2023,1,Qassim Region,Residence,Medium,4,107,71,36,169,169,0
2023,1,Medina Region,Residence,Small,206,1222,830,392,1757,1740,17
2023,1,Medina Region,Residence,Large,4,580,387,193,777,769,8
2023,1,Medina Region,Residence,Micro,397,256,180,76,698,682,16
2023,1,Medina Region,Residence,Medium,39,1610,1118,492,2070,2043,27
2023,1,Tabuk Region,Residence,Small,41,217,116,101,360,360,0
2023,1,Tabuk Region,Residence,Micro,104,77,41,36,196,194,2
2023,1,Tabuk Region,Residence,Medium,5,191,106,85,334,319,15
2023,1,Jazan Region,Residence,Small,50,201,99,102,414,384,30
2023,1,Jazan Region,Residence,Micro,263,123,49,74,449,447,2
2023,1,Jazan Region,Residence,Medium,5,134,59,75,343,339,4
2023,1,Hail Region,Residence,Small,24,90,67,23,176,175,1
2023,1,Hail Region,Residence,Micro,67,47,28,19,130,130,0
2023,1,Hail Region,Residence,Medium,1,19,14,5,44,44,0
2023,1,Asir Region,Residence,Small,118,413,209,204,829,824,5
2023,1,Asir Region,Residence,Micro,407,267,145,122,794,782,12
2023,1,Asir Region,Residence,Medium,5,145,86,59,268,265,3
2023,1,Makkah Region,Residence,Small,619,2945,1791,1154,5346,5216,130
2023,1,Makkah Region,Residence,Large,15,2180,1511,669,2850,2817,33
2023,1,Makkah Region,Residence,Micro,1202,842,528,314,2125,2077,48
2023,1,Makkah Region,Residence,Medium,87,3781,2423,1358,5093,4911,182
2023,1,Najran Region,Residence,Small,21,79,34,45,172,170,2
2023,1,Najran Region,Residence,Micro,106,43,23,20,236,234,2
2023,1,Najran Region,Residence,Medium,1,25,9,16,34,32,2
2023,1,Eastern Region,Public administration and defence; and compulsory social security,Small,17,237,172,65,137,133,4
2023,1,Eastern Region,Public administration and defence; and compulsory social security,Large,2,801,639,162,220,216,4
2023,1,Eastern Region,Public administration and defence; and compulsory social security,Micro,82,47,26,21,115,115,0
2023,1,Eastern Region,Public administration and defence; and compulsory social security,Medium,1,30,29,1,34,34,0
2023,1,Al Bahah Region,Public administration and defence; and compulsory social security,Small,1,8,4,4,1,1,0
2023,1,Al Bahah Region,Public administration and defence; and compulsory social security,Micro,8,0,0,0,21,21,0
2023,1,Al-Jawf Region,Public administration and defence; and compulsory social security,Micro,7,1,0,1,16,15,1
2023,1,Northern border Region,Public administration and defence; and compulsory social security,Micro,3,0,0,0,10,10,0
2023,1,Riyadh Region,Public administration and defence; and compulsory social security,Small,42,339,168,171,374,337,37
2023,1,Riyadh Region,Public administration and defence; and compulsory social security,Large,2,1222,793,429,187,176,11
2023,1,Riyadh Region,Public administration and defence; and compulsory social security,Micro,197,93,49,44,318,308,10
2023,1,Riyadh Region,Public administration and defence; and compulsory social security,Medium,3,250,199,51,76,70,6
2023,1,Qassim Region,Public administration and defence; and compulsory social security,Small,4,63,23,40,36,32,4
2023,1,Qassim Region,Public administration and defence; and compulsory social security,Micro,23,5,5,0,53,51,2
2023,1,Medina Region,Public administration and defence; and compulsory social security,Small,2,18,15,3,7,7,0
2023,1,Medina Region,Public administration and defence; and compulsory social security,Micro,32,11,6,5,72,71,1
2023,1,Tabuk Region,Public administration and defence; and compulsory social security,Small,3,52,23,29,22,21,1
2023,1,Tabuk Region,Public administration and defence; and compulsory social security,Micro,13,0,0,0,33,32,1
2023,1,Jazan Region,Public administration and defence; and compulsory social security,Small,1,2,0,2,4,1,3
2023,1,Jazan Region,Public administration and defence; and compulsory social security,Micro,35,4,2,2,105,105,0
2023,1,Hail Region,Public administration and defence; and compulsory social security,Micro,10,7,5,2,16,16,0
2023,1,Asir Region,Public administration and defence; and compulsory social security,Small,2,5,2,3,12,12,0
2023,1,Asir Region,Public administration and defence; and compulsory social security,Micro,21,3,2,1,55,55,0
2023,1,Makkah Region,Public administration and defence; and compulsory social security,Small,34,199,115,84,234,226,8
2023,1,Makkah Region,Public administration and defence; and compulsory social security,Micro,207,84,55,29,343,334,9
2023,1,Makkah Region,Public administration and defence; and compulsory social security,Medium,2,330,174,156,92,88,4
2023,1,Najran Region,Public administration and defence; and compulsory social security,Micro,15,1,1,0,28,28,0
2023,1,Eastern Region,Telecommunications,Small,27,201,142,59,245,240,5
2023,1,Eastern Region,Telecommunications,Micro,98,61,35,26,157,155,2
2023,1,Eastern Region,Telecommunications,Medium,2,91,84,7,50,50,0
2023,1,Al Bahah Region,Telecommunications,Small,1,3,1,2,6,6,0
2023,1,Al Bahah Region,Telecommunications,Micro,3,3,3,0,3,3,0
2023,1,Al-Jawf Region,Telecommunications,Micro,15,7,3,4,22,22,0
2023,1,Northern border Region,Telecommunications,Micro,13,4,0,4,28,27,1
2023,1,Riyadh Region,Telecommunications,Small,128,863,386,477,1365,1300,65
2023,1,Riyadh Region,Telecommunications,Large,12,19729,15214,4515,2735,2679,56
2023,1,Riyadh Region,Telecommunications,Micro,348,190,106,84,641,633,8
2023,1,Riyadh Region,Telecommunications,Medium,30,2045,1330,715,1265,1229,36
2023,1,Qassim Region,Telecommunications,Small,5,28,10,18,51,51,0
2023,1,Qassim Region,Telecommunications,Micro,57,16,10,6,106,106,0
2023,1,Medina Region,Telecommunications,Small,3,16,5,11,6,6,0
2023,1,Medina Region,Telecommunications,Micro,31,11,8,3,57,57,0
2023,1,Tabuk Region,Telecommunications,Small,1,2,1,1,5,5,0
2023,1,Tabuk Region,Telecommunications,Micro,16,6,4,2,19,19,0
2023,1,Jazan Region,Telecommunications,Small,2,2,2,0,12,12,0
2023,1,Jazan Region,Telecommunications,Micro,21,4,3,1,36,36,0
2023,1,Hail Region,Telecommunications,Small,1,0,0,0,9,9,0
2023,1,Hail Region,Telecommunications,Micro,17,9,2,7,30,28,2
2023,1,Asir Region,Telecommunications,Small,3,6,4,2,14,14,0
2023,1,Asir Region,Telecommunications,Micro,43,17,12,5,68,67,1
2023,1,Makkah Region,Telecommunications,Small,31,235,102,133,292,282,10
2023,1,Makkah Region,Telecommunications,Micro,236,82,47,35,397,391,6
2023,1,Makkah Region,Telecommunications,Medium,1,73,71,2,29,29,0
2023,1,Najran Region,Telecommunications,Small,1,0,0,0,11,11,0
2023,1,Najran Region,Telecommunications,Micro,11,1,1,0,25,25,0
2023,1,Eastern Region,Repair and install machinery and equipment,Small,308,1159,787,372,3379,3372,7
2023,1,Eastern Region,Repair and install machinery and equipment,Large,18,3090,2456,634,7467,7452,15
2023,1,Eastern Region,Repair and install machinery and equipment,Micro,918,333,178,155,1997,1994,3
2023,1,Eastern Region,Repair and install machinery and equipment,Medium,70,2379,1709,670,4905,4899,6
2023,1,Al Bahah Region,Repair and install machinery and equipment,Small,2,2,1,1,14,14,0
2023,1,Al Bahah Region,Repair and install machinery and equipment,Micro,53,7,6,1,90,90,0
2023,1,Al-Jawf Region,Repair and install machinery and equipment,Small,7,12,8,4,41,41,0
2023,1,Al-Jawf Region,Repair and install machinery and equipment,Micro,70,9,6,3,156,154,2
2023,1,Northern border Region,Repair and install machinery and equipment,Small,1,0,0,0,7,7,0
2023,1,Northern border Region,Repair and install machinery and equipment,Micro,68,4,3,1,177,177,0
2023,1,Northern border Region,Repair and install machinery and equipment,Medium,2,54,50,4,175,175,0
2023,1,Riyadh Region,Repair and install machinery and equipment,Small,284,1156,671,485,3390,3369,21
2023,1,Riyadh Region,Repair and install machinery and equipment,Large,18,5905,5086,819,7137,7006,131
2023,1,Riyadh Region,Repair and install machinery and equipment,Micro,1207,296,152,144,2842,2824,18
2023,1,Riyadh Region,Repair and install machinery and equipment,Medium,80,2761,2036,725,5863,5763,100
2023,1,Qassim Region,Repair and install machinery and equipment,Small,39,95,46,49,425,424,1
2023,1,Qassim Region,Repair and install machinery and equipment,Micro,234,26,19,7,565,564,1
2023,1,Qassim Region,Repair and install machinery and equipment,Medium,5,104,93,11,418,418,0
2023,1,Medina Region,Repair and install machinery and equipment,Small,27,135,104,31,265,265,0
2023,1,Medina Region,Repair and install machinery and equipment,Micro,304,49,23,26,630,628,2
2023,1,Medina Region,Repair and install machinery and equipment,Medium,2,32,19,13,95,95,0
2023,1,Tabuk Region,Repair and install machinery and equipment,Small,5,13,9,4,29,29,0
2023,1,Tabuk Region,Repair and install machinery and equipment,Micro,136,15,9,6,301,299,2
2023,1,Tabuk Region,Repair and install machinery and equipment,Medium,1,34,34,0,21,21,0
2023,1,Jazan Region,Repair and install machinery and equipment,Small,7,13,5,8,60,60,0
2023,1,Jazan Region,Repair and install machinery and equipment,Micro,359,33,22,11,877,876,1
2023,1,Jazan Region,Repair and install machinery and equipment,Medium,1,26,6,20,135,135,0
2023,1,Hail Region,Repair and install machinery and equipment,Small,3,5,1,4,54,54,0
2023,1,Hail Region,Repair and install machinery and equipment,Micro,81,13,7,6,181,181,0
2023,1,Asir Region,Repair and install machinery and equipment,Small,14,29,20,9,131,131,0
2023,1,Asir Region,Repair and install machinery and equipment,Large,1,74,46,28,384,384,0
2023,1,Asir Region,Repair and install machinery and equipment,Micro,234,30,12,18,510,508,2
2023,1,Asir Region,Repair and install machinery and equipment,Medium,1,11,10,1,48,48,0
2023,1,Makkah Region,Repair and install machinery and equipment,Small,160,617,314,303,1830,1811,19
2023,1,Makkah Region,Repair and install machinery and equipment,Large,3,4194,3405,789,1620,1620,0
2023,1,Makkah Region,Repair and install machinery and equipment,Micro,1063,202,96,106,2466,2445,21
2023,1,Makkah Region,Repair and install machinery and equipment,Medium,32,1149,895,254,2476,2467,9
2023,1,Najran Region,Repair and install machinery and equipment,Small,2,7,4,3,29,29,0
2023,1,Najran Region,Repair and install machinery and equipment,Micro,59,10,6,4,155,155,0
2023,1,Najran Region,Repair and install machinery and equipment,Medium,1,21,13,8,51,50,1
2023,1,Eastern Region,"Repair of computers, personal and household goods",Small,94,159,99,60,895,875,20
2023,1,Eastern Region,"Repair of computers, personal and household goods",Large,3,88,6,82,893,893,0
2023,1,Eastern Region,"Repair of computers, personal and household goods",Micro,901,178,106,72,1930,1926,4
2023,1,Eastern Region,"Repair of computers, personal and household goods",Medium,13,374,305,69,1099,1099,0
2023,1,Al Bahah Region,"Repair of computers, personal and household goods",Small,2,1,1,0,12,12,0
2023,1,Al Bahah Region,"Repair of computers, personal and household goods",Micro,73,12,11,1,141,141,0
2023,1,Al-Jawf Region,"Repair of computers, personal and household goods",Small,9,6,4,2,103,103,0
2023,1,Al-Jawf Region,"Repair of computers, personal and household goods",Micro,150,14,9,5,333,333,0
2023,1,Northern border Region,"Repair of computers, personal and household goods",Small,1,1,1,0,5,5,0
2023,1,Northern border Region,"Repair of computers, personal and household goods",Micro,77,8,5,3,170,170,0
2023,1,Riyadh Region,"Repair of computers, personal and household goods",Small,336,365,205,160,5233,5212,21
2023,1,Riyadh Region,"Repair of computers, personal and household goods",Large,23,230,104,126,10935,10929,6
2023,1,Riyadh Region,"Repair of computers, personal and household goods",Micro,1878,242,137,105,4149,4128,21
2023,1,Riyadh Region,"Repair of computers, personal and household goods",Medium,137,238,107,131,13849,13753,96
2023,1,Qassim Region,"Repair of computers, personal and household goods",Small,160,32,19,13,2431,2422,9
2023,1,Qassim Region,"Repair of computers, personal and household goods",Large,3,0,0,0,2686,2686,0
2023,1,Qassim Region,"Repair of computers, personal and household goods",Micro,659,69,47,22,1506,1504,2
2023,1,Qassim Region,"Repair of computers, personal and household goods",Medium,25,26,26,0,2278,2271,7
2023,1,Medina Region,"Repair of computers, personal and household goods",Small,18,17,7,10,168,165,3
2023,1,Medina Region,"Repair of computers, personal and household goods",Micro,348,56,36,20,732,720,12
2023,1,Tabuk Region,"Repair of computers, personal and household goods",Small,13,21,10,11,102,102,0
2023,1,Tabuk Region,"Repair of computers, personal and household goods",Micro,263,31,24,7,567,564,3
2023,1,Tabuk Region,"Repair of computers, personal and household goods",Medium,2,0,0,0,131,131,0
2023,1,Jazan Region,"Repair of computers, personal and household goods",Small,10,5,5,0,80,80,0
2023,1,Jazan Region,"Repair of computers, personal and household goods",Micro,268,33,18,15,634,632,2
2023,1,Hail Region,"Repair of computers, personal and household goods",Small,18,27,6,21,167,167,0
2023,1,Hail Region,"Repair of computers, personal and household goods",Micro,302,30,21,9,707,704,3
2023,1,Asir Region,"Repair of computers, personal and household goods",Small,30,17,4,13,255,255,0
2023,1,Asir Region,"Repair of computers, personal and household goods",Micro,559,67,40,27,1278,1275,3
